order_id,order_date,delivery_zone,distance_km,traffic_level,package_weight_kg,order_hour,delivery_minutes,transport_cost,on_time
ORD00362,2026-06-28,East,2.6,Low,1.39,17,24.6,52.21,True
ORD00363,2026-06-06,East,6.37,Low,3.49,9,40.2,82.44,True
ORD00364,2026-06-14,Central,1.64,Low,9.16,11,27.3,62.77,True
ORD00365,2026-07-25,South,8.14,Medium,2.3,18,54.4,77.94,True
ORD00366,2026-07-05,Central,3.5,Medium,8.46,13,34.3,86.28,True
ORD00367,2026-07-17,Central,2.58,Low,0.49,10,27.9,48.17,True
ORD00368,2026-07-28,North,3.06,Medium,1.99,10,36.0,57.6,True
ORD00369,2026-06-01,North,11.24,High,2.3,13,99.6,112.1,False
ORD00370,2026-06-19,North,5.78,Medium,3.62,8,46.1,72.99,True
ORD00371,2026-07-27,North,9.72,Low,1.44,8,44.0,124.67,True
ORD00372,2026-06-01,North,15.22,Low,3.12,12,79.8,144.83,False
ORD00373,2026-06-13,West,8.24,Low,2.07,8,45.4,85.36,True
ORD00374,2026-06-08,North,1.41,Low,5.54,17,16.4,67.26,True
ORD00375,2026-06-18,South,9.14,Medium,2.77,15,71.2,90.84,False
ORD00376,2026-07-24,Central,7.3,Medium,12.24,9,47.3,129.2,True
ORD00377,2026-07-05,North,14.88,Medium,2.08,13,106.2,140.23,False
ORD00378,2026-06-23,Central,0.5,Medium,5.3,17,24.1,62.12,True
ORD00379,2026-07-20,South,11.49,High,6.46,17,85.1,116.73,False
ORD00380,2026-07-22,North,7.6,Low,0.13,12,61.1,116.32,True
ORD00381,2026-06-26,West,10.68,Medium,4.07,17,42.4,130.71,True
ORD00382,2026-07-11,West,18.93,High,2.02,19,164.7,185.94,False
ORD00383,2026-07-08,Central,0.5,Low,0.9,19,16.0,33.96,True
ORD00384,2026-06-20,West,11.76,Low,5.61,11,63.5,132.97,False
ORD00385,2026-06-02,Central,5.4,High,1.51,8,46.5,71.9,True
ORD00386,2026-06-26,South,13.26,Low,0.46,10,57.3,111.54,True
ORD00387,2026-07-27,North,9.29,Medium,2.82,20,47.1,111.35,True
ORD00388,2026-07-06,West,11.92,Low,6.17,19,69.8,122.82,True
ORD00389,2026-06-25,Central,2.83,Medium,0.91,11,52.8,60.56,True
ORD00390,2026-06-30,Central,4.81,Low,4.45,9,40.0,73.96,True
ORD00391,2026-06-18,South,8.97,Low,0.33,19,64.0,94.48,False
ORD00392,2026-06-07,South,11.86,Medium,6.47,9,68.7,151.83,True
ORD00393,2026-06-27,West,9.89,Low,3.26,9,43.4,106.39,True
ORD00394,2026-06-11,South,11.13,Medium,0.83,18,87.0,115.2,False
ORD00395,2026-07-07,Central,3.91,Low,4.17,8,16.9,66.84,True
ORD00396,2026-06-08,Central,7.38,Low,1.59,17,35.2,70.46,True
ORD00397,2026-06-11,East,7.85,Low,1.11,9,38.5,105.6,True
ORD00398,2026-06-24,West,5.68,Low,1.56,13,49.7,82.45,True
ORD00399,2026-06-30,West,14.79,High,3.88,10,103.0,140.79,False
ORD00400,2026-06-30,North,6.28,Low,1.04,17,32.5,83.56,True
ORD00401,2026-07-22,Central,2.04,Medium,0.19,12,30.0,31.85,True
ORD00402,2026-07-22,East,6.21,Low,1.62,8,34.2,82.5,True
ORD00403,2026-06-15,Central,8.12,Low,5.76,15,55.9,109.6,True
ORD00404,2026-07-26,South,3.59,High,5.71,20,42.7,85.14,True
ORD00405,2026-07-05,Central,13.41,Low,1.56,11,73.5,143.44,False
ORD00406,2026-07-09,South,13.17,High,1.51,16,86.1,139.31,False
ORD00407,2026-06-24,North,9.67,Low,1.43,11,57.3,82.19,True
ORD00408,2026-06-08,Central,3.84,Medium,1.38,9,33.2,36.78,True
ORD00409,2026-07-13,North,9.86,Medium,1.46,10,52.0,103.15,True
ORD00410,2026-07-12,South,11.56,High,2.93,12,127.1,119.5,False
ORD00411,2026-06-20,Central,5.94,Medium,5.86,19,66.5,79.56,False
ORD00412,2026-07-11,Central,5.67,Medium,1.04,17,41.6,59.67,True
ORD00413,2026-07-17,East,8.27,Low,1.23,20,48.9,79.67,True
ORD00414,2026-06-26,West,10.41,Low,3.18,20,43.1,127.03,True
ORD00415,2026-07-22,East,7.55,High,4.04,13,68.5,90.35,False
ORD00416,2026-06-24,South,9.42,Low,0.59,14,54.7,75.63,True
ORD00417,2026-06-22,South,13.4,Medium,7.34,11,78.9,147.16,False
ORD00418,2026-06-05,West,12.78,High,1.88,14,85.3,120.94,False
ORD00419,2026-06-15,West,2.18,Low,0.65,17,20.4,34.51,True
ORD00420,2026-07-06,Central,5.97,High,0.56,10,49.3,78.23,True
ORD00421,2026-07-07,Central,4.58,Medium,0.52,14,32.6,75.63,True
ORD00422,2026-06-29,North,8.94,Medium,5.23,11,41.7,105.84,True
ORD00423,2026-06-15,East,6.83,High,2.57,20,66.3,67.17,True
ORD00424,2026-06-27,North,12.37,Low,5.27,20,59.5,129.27,True
ORD00425,2026-07-19,East,10.84,Low,2.22,15,66.8,113.42,True
ORD00426,2026-07-25,East,5.68,Medium,5.17,16,30.2,62.75,True
ORD00427,2026-06-08,Central,5.22,Low,2.17,14,20.0,78.83,True
ORD00428,2026-07-30,South,7.09,Medium,3.61,15,46.2,86.71,True
ORD00429,2026-07-27,North,4.86,High,2.34,15,51.8,71.95,True
ORD00430,2026-06-29,North,7.12,Medium,2.07,9,37.1,81.5,True
ORD00431,2026-06-19,West,13.59,Low,1.14,16,49.7,114.06,True
ORD00432,2026-07-01,West,13.86,High,3.97,13,127.9,135.43,False
ORD00433,2026-06-09,North,10.54,Medium,0.92,18,74.9,96.26,False
ORD00434,2026-06-10,North,11.18,Medium,3.97,11,70.2,115.02,True
ORD00435,2026-07-07,West,12.55,Medium,2.66,12,88.6,112.17,False
ORD00436,2026-06-10,North,7.08,High,4.04,17,61.0,99.4,True
ORD00437,2026-07-24,Central,5.3,Medium,2.84,12,59.9,91.19,True
ORD00438,2026-07-03,West,13.4,High,5.56,14,84.3,129.98,False
ORD00439,2026-06-25,North,11.26,High,3.37,16,89.5,115.96,False
ORD00440,2026-07-27,North,12.57,Low,2.7,14,44.6,109.88,True
ORD00441,2026-07-24,Central,6.12,Medium,0.16,16,45.5,75.14,True
ORD00442,2026-07-26,South,11.05,High,5.71,11,92.8,128.53,False
ORD00443,2026-06-04,South,13.21,Medium,0.52,17,66.3,111.1,False
ORD00444,2026-07-23,Central,3.92,High,0.72,17,42.3,57.51,True
ORD00445,2026-06-05,Central,1.35,High,4.31,11,23.2,67.29,True
ORD00446,2026-06-23,Central,3.51,Medium,2.5,13,42.9,44.03,True
ORD00447,2026-07-09,West,8.77,Medium,0.54,15,34.0,73.74,True
ORD00448,2026-07-25,South,7.97,High,1.51,16,61.3,95.16,True
ORD00449,2026-06-05,North,8.57,High,5.51,8,70.8,109.48,True
ORD00450,2026-07-22,West,8.62,Medium,2.77,8,64.7,96.84,False
ORD00451,2026-06-08,East,7.08,Low,2.55,20,47.9,98.02,True
ORD00452,2026-06-17,East,2.32,Medium,1.35,15,24.8,59.2,True
ORD00453,2026-06-01,Central,4.64,Medium,4.42,18,49.0,99.3,True
ORD00454,2026-07-24,North,9.0,Medium,2.27,14,43.4,108.8,True
ORD00455,2026-07-20,East,5.55,Medium,3.86,16,55.5,88.59,True
ORD00456,2026-06-12,North,10.98,Medium,1.23,18,85.8,105.87,False
ORD00457,2026-07-05,East,10.81,Medium,9.19,10,55.2,137.15,True
ORD00458,2026-07-22,North,4.18,Low,6.2,17,37.2,83.15,True
ORD00459,2026-06-14,North,6.71,Medium,2.75,19,59.7,87.85,True
ORD00460,2026-07-18,North,6.69,Medium,3.21,12,51.3,72.5,True
ORD00461,2026-06-18,West,8.18,Low,1.52,10,43.6,92.72,True
ORD00462,2026-06-10,West,13.49,Low,4.08,12,72.9,131.89,False
ORD00463,2026-07-25,East,7.42,Medium,0.22,17,34.9,83.43,True
ORD00464,2026-06-15,Central,3.21,Medium,7.26,8,31.4,74.4,True
ORD00465,2026-07-12,South,3.99,Low,3.91,18,38.5,64.43,True
ORD00466,2026-07-03,South,11.91,High,1.02,11,88.3,114.44,False
ORD00467,2026-06-19,Central,0.5,Medium,7.14,13,26.3,68.97,True
ORD00468,2026-07-04,South,10.18,High,8.68,9,87.4,125.38,False
ORD00469,2026-07-15,Central,4.83,Medium,3.34,20,44.0,91.27,True
ORD00470,2026-06-25,North,13.08,Medium,1.25,14,62.5,136.03,True
ORD00471,2026-06-16,Central,0.5,High,2.58,15,25.7,25.1,True
ORD00472,2026-06-08,North,0.5,Medium,3.69,8,26.5,39.42,True
ORD00473,2026-07-05,Central,4.55,Medium,3.14,20,51.3,74.17,True
ORD00474,2026-06-21,East,13.4,Low,1.02,11,62.3,125.84,True
ORD00475,2026-06-19,Central,7.72,Medium,3.65,18,54.1,121.08,True
ORD00476,2026-07-16,North,9.63,Low,5.46,11,47.4,117.21,True
ORD00477,2026-06-11,East,6.53,Low,0.81,20,22.0,74.42,True
ORD00478,2026-07-14,Central,6.42,Low,0.9,12,48.8,61.86,True
ORD00479,2026-06-11,East,5.08,Low,1.47,19,52.6,50.17,True
ORD00480,2026-07-30,West,12.43,High,2.11,19,92.9,118.05,False
ORD00481,2026-06-11,West,12.52,Low,4.5,11,73.6,154.95,False
ORD00482,2026-06-22,East,11.18,Medium,5.42,16,71.5,122.9,False
ORD00483,2026-06-21,West,19.28,High,1.2,14,112.6,151.08,False
ORD00484,2026-06-27,East,9.18,Medium,2.91,20,58.4,107.3,True
ORD00485,2026-06-18,Central,2.47,Low,5.27,9,20.4,44.14,True
ORD00486,2026-07-12,North,8.92,Medium,9.54,8,66.1,129.02,True
ORD00487,2026-07-18,South,4.69,Medium,2.9,16,38.2,82.58,True
ORD00488,2026-07-10,Central,1.92,Medium,3.01,8,28.9,43.72,True
ORD00489,2026-07-08,Central,2.77,High,3.36,13,32.5,78.56,True
ORD00490,2026-06-30,East,6.43,High,1.93,9,45.9,87.8,True
ORD00491,2026-07-21,West,11.46,Medium,2.73,11,69.7,132.47,False
ORD00492,2026-07-15,South,7.53,Low,0.3,13,45.1,63.71,True
ORD00493,2026-07-17,North,12.36,Medium,1.53,12,89.9,114.62,False
ORD00494,2026-07-15,East,8.0,Low,3.6,18,58.4,108.19,True
ORD00495,2026-07-03,South,9.97,High,1.14,13,90.4,81.63,False
ORD00496,2026-06-21,East,7.02,Low,4.57,10,51.7,106.16,True
ORD00497,2026-07-30,North,9.47,Low,0.44,12,56.4,91.22,True
ORD00498,2026-07-29,Central,6.48,High,4.45,9,53.4,102.05,True
ORD00499,2026-06-02,Central,1.4,Medium,4.44,14,20.6,60.35,True
ORD00500,2026-06-13,West,9.03,Medium,9.65,10,71.5,146.13,True
ORD00501,2026-06-02,East,7.09,Medium,1.87,8,40.9,68.43,True
ORD00502,2026-07-27,South,5.96,High,2.5,15,60.2,83.2,True
ORD00503,2026-07-13,Central,1.54,Low,6.8,15,28.7,50.45,True
ORD00504,2026-07-15,West,9.57,High,6.23,10,95.4,123.41,False
ORD00505,2026-07-01,North,11.62,Low,5.04,20,52.5,130.65,True
ORD00506,2026-06-10,Central,4.79,High,3.22,14,54.8,71.22,True
ORD00507,2026-06-23,Central,4.58,High,6.68,16,51.3,78.43,True
ORD00508,2026-06-22,Central,6.55,Low,11.9,15,44.9,118.67,True
ORD00509,2026-07-17,West,10.59,Medium,3.85,10,67.5,116.16,True
ORD00510,2026-06-29,West,12.17,Low,2.6,20,60.6,123.44,True
ORD00511,2026-07-03,South,9.69,Medium,4.18,9,57.3,133.73,True
ORD00512,2026-07-01,Central,4.8,Medium,2.87,20,41.5,83.71,True
ORD00513,2026-06-14,Central,2.25,Medium,2.01,17,35.9,46.04,True
ORD00514,2026-06-10,North,1.68,Low,4.58,14,29.5,67.13,True
ORD00515,2026-06-18,North,8.6,Low,1.66,14,41.0,103.43,True
ORD00516,2026-06-11,South,14.27,Low,3.79,16,61.0,130.79,True
ORD00517,2026-07-09,Central,6.78,Low,0.57,12,45.3,84.88,True
ORD00518,2026-07-17,Central,6.9,Medium,7.48,11,60.8,88.4,True
ORD00519,2026-06-03,North,12.71,High,1.28,15,79.5,109.67,False
ORD00520,2026-06-02,East,8.27,Medium,0.7,11,53.3,69.58,True
ORD00521,2026-07-24,South,10.59,Medium,6.08,11,53.3,121.85,True
ORD00522,2026-06-08,Central,2.15,High,6.86,19,43.7,67.08,True
ORD00523,2026-07-01,Central,3.05,Medium,3.17,19,42.3,58.39,True
ORD00524,2026-06-08,Central,5.85,High,2.32,9,65.6,87.54,True
ORD00525,2026-07-13,East,11.61,Medium,1.91,20,72.8,114.58,False
ORD00526,2026-07-18,South,9.58,Low,3.05,8,45.8,114.69,True
ORD00527,2026-06-02,South,8.65,Low,2.42,11,33.1,115.9,True
ORD00528,2026-06-22,North,9.0,Medium,2.2,14,59.0,122.89,True
ORD00529,2026-07-30,Central,5.8,Low,1.16,19,39.7,70.92,True
ORD00530,2026-06-05,Central,0.5,Low,0.88,16,20.2,43.36,True
ORD00531,2026-06-07,Central,0.5,Medium,2.67,16,14.3,42.61,True
ORD00532,2026-06-20,Central,2.35,Medium,2.98,19,30.6,69.95,True
ORD00533,2026-06-28,East,4.34,Medium,1.35,17,20.9,73.7,True
ORD00534,2026-06-13,West,9.48,Low,1.53,8,38.6,90.09,True
ORD00535,2026-06-02,Central,3.56,Medium,2.97,12,29.5,59.43,True
ORD00536,2026-07-02,Central,2.64,Medium,1.14,14,34.2,68.58,True
ORD00537,2026-06-26,South,14.36,High,5.17,20,92.2,138.45,False
ORD00538,2026-06-03,East,8.98,Medium,3.68,14,67.4,102.49,True
ORD00539,2026-07-11,North,9.9,High,1.34,17,63.8,108.09,True
ORD00540,2026-07-12,Central,5.87,High,3.55,13,80.4,81.06,False
ORD00541,2026-07-26,West,7.58,Medium,1.16,18,44.9,102.57,True
ORD00542,2026-06-13,South,13.12,Low,4.45,17,65.3,146.35,True
ORD00543,2026-07-27,West,10.77,Medium,1.2,11,61.4,94.45,True
ORD00544,2026-06-21,West,13.01,Medium,2.28,10,61.9,117.12,True
ORD00545,2026-07-15,South,6.78,Medium,2.8,19,53.2,92.91,True
ORD00546,2026-07-07,North,4.34,Medium,6.79,20,38.4,86.1,True
ORD00547,2026-06-23,West,13.45,Medium,1.28,16,74.4,99.54,True
ORD00548,2026-06-07,East,9.13,Low,1.23,19,49.8,82.86,True
ORD00549,2026-06-17,West,8.29,Medium,0.61,20,53.6,89.28,True
ORD00550,2026-06-28,East,5.39,Low,8.15,17,42.2,109.96,True
ORD00551,2026-07-17,Central,7.38,High,2.57,11,64.2,99.6,True
ORD00552,2026-06-30,East,4.43,Low,5.26,15,28.1,104.45,True
ORD00553,2026-06-05,East,12.93,Low,1.55,20,54.8,112.24,True
ORD00554,2026-06-24,Central,1.3,Medium,1.67,8,33.8,37.73,True
ORD00555,2026-06-07,South,11.92,Medium,2.41,14,60.0,117.27,True
ORD00556,2026-07-29,North,8.01,Medium,2.47,19,53.3,72.35,True
ORD00557,2026-07-04,North,10.81,Low,4.07,13,62.9,117.32,True
ORD00558,2026-07-26,West,9.37,Medium,2.63,20,42.7,99.59,True
ORD00559,2026-07-20,West,10.51,Low,1.85,19,77.5,115.6,True
ORD00560,2026-07-12,West,11.12,High,8.25,8,82.3,148.49,False
ORD00561,2026-07-03,North,5.99,High,1.15,11,46.7,78.07,True
ORD00562,2026-07-29,North,11.22,Medium,1.28,19,87.7,108.36,False
ORD00563,2026-06-27,North,7.46,Low,1.16,12,43.9,87.73,True
ORD00564,2026-06-14,South,9.31,Medium,4.18,18,72.1,98.58,False
ORD00565,2026-07-29,East,5.02,Low,3.47,15,28.9,76.19,True
ORD00566,2026-06-19,South,2.31,Medium,2.21,11,13.0,54.52,True
ORD00567,2026-07-18,East,7.43,Low,1.11,10,40.4,82.04,True
ORD00568,2026-07-21,Central,11.24,High,2.79,9,87.4,112.71,False
ORD00569,2026-07-08,South,12.35,Low,4.6,11,60.2,122.16,True
ORD00570,2026-06-12,East,7.94,Medium,6.98,18,76.3,98.63,False
ORD00571,2026-06-03,Central,3.21,Medium,1.49,17,21.2,54.67,True
ORD00572,2026-06-07,South,10.07,Medium,2.2,20,53.3,111.81,True
ORD00573,2026-07-26,West,12.64,Low,3.45,11,48.9,105.81,True
ORD00574,2026-07-05,Central,0.5,High,1.83,20,22.7,34.97,True
ORD00575,2026-06-25,Central,7.34,Medium,0.72,17,43.8,105.58,True
ORD00576,2026-07-19,North,11.15,Medium,2.21,12,79.5,109.42,False
ORD00577,2026-06-15,Central,6.15,Low,0.81,20,40.9,75.22,True
ORD00578,2026-06-19,East,9.32,Medium,4.87,14,55.3,133.07,True
ORD00579,2026-07-30,South,10.06,Medium,1.95,16,67.6,107.41,True
ORD00580,2026-06-19,East,10.02,Low,2.38,9,51.6,109.22,True
ORD00581,2026-06-23,Central,5.78,Low,1.31,12,39.4,62.12,True
ORD00582,2026-06-11,East,6.94,High,2.46,18,58.1,89.18,True
ORD00583,2026-07-29,South,8.28,Low,5.88,17,53.3,108.33,True
ORD00584,2026-06-21,West,11.31,Low,5.24,16,59.2,136.59,True
ORD00585,2026-07-22,South,14.65,Medium,0.94,19,104.0,144.48,False
ORD00586,2026-07-04,North,5.28,High,0.07,20,46.7,65.0,True
ORD00587,2026-07-09,North,4.6,Low,2.22,10,27.9,73.79,True
ORD00588,2026-07-21,North,9.49,Medium,1.96,8,55.4,77.27,True
ORD00589,2026-06-07,North,9.15,Low,1.87,9,42.7,70.52,True
ORD00590,2026-07-12,North,9.52,Low,1.58,13,69.4,111.63,True
ORD00591,2026-07-14,West,11.73,Low,0.92,12,66.4,80.18,True
ORD00592,2026-07-25,North,8.33,High,10.08,8,66.5,130.41,True
ORD00593,2026-06-27,South,14.47,Low,8.14,8,80.8,156.16,False
ORD00594,2026-07-20,Central,0.5,Low,1.8,18,28.9,55.59,True
ORD00595,2026-06-23,East,5.51,Medium,2.76,11,42.9,77.01,True
ORD00596,2026-07-08,West,10.69,High,4.93,19,100.8,141.82,False
ORD00597,2026-07-28,North,4.07,Low,2.75,11,28.0,65.56,True
ORD00598,2026-06-20,North,8.47,Medium,1.69,13,65.9,105.93,True
ORD00599,2026-06-27,North,13.98,Low,0.73,13,71.5,105.99,False
ORD00600,2026-07-23,North,9.06,Medium,2.52,17,59.3,71.87,True
ORD00601,2026-07-30,South,10.69,Medium,0.82,13,91.4,102.6,False
ORD00602,2026-06-08,North,5.22,Medium,5.62,8,47.4,70.72,True
ORD00603,2026-07-07,North,7.15,Low,2.44,17,31.7,86.01,True
ORD00604,2026-06-03,North,7.87,Low,3.65,16,47.9,91.56,True
ORD00605,2026-06-02,East,7.05,Low,1.92,18,50.2,91.13,True
ORD00606,2026-06-22,North,12.84,Medium,4.47,14,76.9,119.49,False
ORD00607,2026-06-06,South,11.67,Low,1.47,14,47.4,117.14,True
ORD00608,2026-07-09,East,4.67,High,3.11,18,54.0,83.76,True
ORD00609,2026-07-10,West,11.74,High,1.86,14,88.0,111.65,False
ORD00610,2026-07-06,North,10.49,High,2.09,9,65.8,112.73,True
ORD00611,2026-07-14,Central,7.42,High,4.89,9,57.2,87.03,True
ORD00612,2026-06-24,West,15.74,Medium,1.3,13,105.8,133.19,False
ORD00613,2026-06-12,North,5.95,Medium,3.26,14,51.3,66.29,True
ORD00614,2026-06-17,Central,1.57,Low,6.07,10,35.9,93.75,True
ORD00615,2026-06-22,Central,0.5,Medium,4.76,20,8.0,67.99,True
ORD00616,2026-07-24,North,8.3,Medium,1.5,11,59.1,110.16,True
ORD00617,2026-06-19,South,11.4,Medium,3.59,19,94.8,133.75,False
ORD00618,2026-06-09,Central,6.96,High,0.45,10,62.3,69.19,True
ORD00619,2026-06-12,West,10.77,Low,5.0,14,50.7,102.6,True
ORD00620,2026-07-30,North,8.04,Low,11.88,14,52.0,127.07,True
ORD00621,2026-07-02,North,9.46,High,3.13,11,57.3,110.31,True
ORD00622,2026-07-23,South,7.49,Low,6.27,20,29.1,101.57,True
ORD00623,2026-07-01,East,14.27,Medium,0.7,14,72.2,98.87,False
ORD00624,2026-06-17,West,6.18,High,1.02,12,63.8,83.4,True
ORD00625,2026-06-23,South,10.55,Medium,1.91,8,62.4,87.45,True
ORD00626,2026-06-10,East,14.07,Medium,2.21,17,82.5,125.67,False
ORD00627,2026-06-30,West,11.02,Low,3.15,11,78.2,135.79,False
ORD00628,2026-06-19,North,8.43,Low,1.51,14,40.5,91.73,True
ORD00629,2026-06-26,South,8.93,High,2.78,20,58.2,112.63,True
ORD00630,2026-06-26,West,10.46,Medium,4.88,9,68.2,122.64,True
ORD00631,2026-06-11,Central,8.12,Medium,3.58,9,54.5,85.7,True
ORD00632,2026-06-20,East,1.36,Low,1.86,8,16.8,55.43,True
ORD00633,2026-07-24,East,12.6,Low,4.23,9,67.3,128.91,True
ORD00634,2026-07-26,North,4.73,High,1.8,17,36.2,50.46,True
ORD00635,2026-07-15,East,7.2,Medium,2.67,15,46.9,68.17,True
ORD00636,2026-06-04,East,6.71,Medium,4.71,18,58.7,98.01,True
ORD00637,2026-07-17,South,11.77,Low,2.16,15,47.4,141.24,True
ORD00638,2026-06-12,South,5.21,Medium,0.81,15,23.9,54.32,True
ORD00639,2026-06-25,South,11.39,High,2.61,8,81.6,103.49,False
ORD00640,2026-07-26,North,15.07,Medium,4.74,8,93.9,152.66,False
ORD00641,2026-07-28,South,5.91,Low,5.04,19,54.7,73.82,True
ORD00642,2026-06-10,North,9.57,Medium,0.98,17,64.1,124.56,True
ORD00643,2026-06-22,South,8.01,High,4.11,11,56.7,88.97,True
ORD00644,2026-06-07,North,10.28,Medium,2.06,13,78.8,99.47,False
ORD00645,2026-06-24,Central,4.06,High,6.55,15,32.9,74.23,True
ORD00646,2026-06-02,East,6.08,Medium,0.83,20,42.5,84.19,True
ORD00647,2026-07-02,West,12.46,High,4.06,9,98.4,154.01,False
ORD00648,2026-06-21,Central,9.41,Medium,1.89,20,67.6,90.68,True
ORD00649,2026-06-07,East,7.43,Low,1.53,10,56.7,95.1,True
ORD00650,2026-06-08,North,11.16,Low,4.85,13,78.2,107.23,False
ORD00651,2026-07-23,East,4.12,Low,5.38,17,37.9,90.89,True
ORD00652,2026-07-21,East,5.13,High,0.31,11,50.2,85.75,True
ORD00653,2026-07-08,West,12.42,High,4.91,19,120.4,148.76,False
ORD00654,2026-06-21,East,12.45,Medium,2.37,9,63.0,122.49,True
ORD00655,2026-06-08,North,10.07,Low,2.56,14,37.9,93.79,True
ORD00656,2026-07-27,South,9.06,Low,0.79,11,51.9,92.22,True
ORD00657,2026-06-25,South,10.0,High,3.87,15,90.4,107.51,False
ORD00658,2026-06-28,West,7.25,Medium,10.24,15,63.8,114.76,True
ORD00659,2026-06-28,East,9.81,Low,1.61,14,33.1,103.03,True
ORD00660,2026-07-24,South,12.65,Medium,5.73,17,69.8,135.47,False
ORD00661,2026-07-01,Central,2.64,Low,2.49,16,24.6,66.14,True
ORD00662,2026-07-22,West,9.59,Low,1.66,11,32.7,107.88,True
ORD00663,2026-07-06,South,10.8,Medium,0.64,14,49.6,102.12,True
ORD00664,2026-06-25,North,7.69,Low,6.28,17,46.2,111.55,True
ORD00665,2026-07-22,North,8.8,High,2.72,17,68.0,114.49,True
ORD00666,2026-07-26,South,16.3,Low,1.74,19,82.0,136.87,False
ORD00667,2026-07-11,North,8.26,Low,1.98,8,32.2,92.19,True
ORD00668,2026-07-07,North,7.92,Low,4.09,11,54.4,86.35,True
ORD00669,2026-07-08,South,8.06,High,1.73,9,57.7,95.4,True
ORD00670,2026-07-21,North,11.23,Medium,1.1,16,61.0,110.01,True
ORD00671,2026-06-12,Central,3.46,Medium,2.29,12,33.3,67.61,True
ORD00672,2026-07-07,North,7.05,Low,2.23,10,33.8,73.34,True
ORD00673,2026-07-07,East,11.96,Low,2.19,11,66.1,126.15,False
ORD00674,2026-07-01,South,14.26,Medium,1.75,13,92.9,131.26,False
ORD00675,2026-06-18,Central,2.2,High,5.86,17,34.8,81.26,True
ORD00676,2026-06-26,North,3.4,High,12.67,8,47.5,100.06,True
ORD00677,2026-06-06,South,13.02,Low,0.98,14,42.2,126.95,True
ORD00678,2026-06-09,Central,1.95,Medium,0.25,15,25.3,49.04,True
ORD00679,2026-06-11,Central,6.37,High,2.07,14,39.6,98.41,True
ORD00680,2026-07-01,Central,0.5,Medium,0.29,14,22.5,33.07,True
ORD00681,2026-07-25,South,12.68,High,0.58,16,75.1,108.18,False
ORD00682,2026-07-16,North,5.37,Low,1.63,20,38.1,65.8,True
ORD00683,2026-07-26,West,13.19,High,4.07,11,87.8,119.54,False
ORD00684,2026-06-02,Central,4.04,High,2.05,14,33.9,58.85,True
ORD00685,2026-07-29,East,5.14,High,0.17,16,44.8,36.03,True
ORD00686,2026-06-29,East,6.78,Medium,2.03,12,44.9,99.01,True
ORD00687,2026-07-16,South,12.06,Medium,2.15,9,67.0,140.62,False
ORD00688,2026-07-27,West,11.32,High,2.18,12,109.9,110.95,False
ORD00689,2026-07-21,North,10.75,Low,5.29,11,63.6,127.37,True
ORD00690,2026-07-12,South,15.93,Low,4.7,15,67.4,155.25,True
ORD00691,2026-06-05,East,3.31,Medium,2.64,12,34.6,46.83,True
ORD00692,2026-06-23,East,12.85,High,8.98,16,82.9,163.57,False
ORD00693,2026-07-06,South,10.31,High,1.63,16,66.9,117.99,False
ORD00694,2026-06-07,North,6.3,Low,2.26,10,25.2,67.97,True
ORD00695,2026-07-26,West,7.01,High,2.45,20,59.3,89.81,True
ORD00696,2026-06-13,South,9.43,Medium,0.63,17,61.7,90.81,True
ORD00697,2026-07-12,East,10.76,Low,2.49,13,62.3,124.71,True
ORD00698,2026-06-10,North,8.62,Medium,0.51,13,57.3,87.16,True
ORD00699,2026-07-06,East,12.53,Low,1.42,11,59.1,116.76,True
ORD00700,2026-06-16,East,3.65,Low,2.73,18,27.4,87.02,True
ORD00701,2026-06-15,North,8.96,High,0.75,20,70.0,75.99,False
ORD00702,2026-07-23,South,6.24,Medium,3.2,17,60.0,86.99,True
ORD00703,2026-07-13,North,10.09,Medium,1.23,10,51.3,101.82,True
ORD00704,2026-06-19,North,11.66,High,1.86,8,74.5,106.36,False
ORD00705,2026-06-21,Central,2.74,Medium,3.61,19,23.2,87.44,True
ORD00706,2026-07-26,South,2.19,High,2.34,14,30.6,58.08,True
ORD00707,2026-07-05,Central,4.6,Medium,3.14,12,45.9,81.13,True
ORD00708,2026-06-15,South,11.31,High,3.45,17,78.2,127.78,False
ORD00709,2026-07-18,West,12.21,Low,2.31,14,56.8,115.24,True
ORD00710,2026-06-14,West,14.71,High,3.27,8,90.3,154.23,False
ORD00711,2026-06-29,East,4.79,Low,1.4,15,18.6,79.48,True
ORD00712,2026-06-05,East,10.04,Low,3.58,10,45.0,108.84,True
ORD00713,2026-07-28,South,13.58,High,2.08,14,75.8,138.25,False
ORD00714,2026-07-19,South,4.66,Medium,5.97,19,41.7,100.27,True
ORD00715,2026-06-18,Central,4.96,Medium,2.78,10,41.2,83.45,True
ORD00716,2026-07-21,Central,2.49,Medium,1.58,10,27.6,42.78,True
ORD00717,2026-06-01,Central,3.76,Medium,3.62,17,20.4,68.51,True
ORD00718,2026-06-27,North,10.04,Low,6.14,16,62.3,126.77,True
ORD00719,2026-07-30,West,9.54,Low,1.7,20,45.8,102.16,True
ORD00720,2026-06-27,Central,1.97,Low,1.47,9,12.5,40.06,True
ORD00721,2026-06-25,North,9.1,Medium,0.09,11,50.1,86.11,True
ORD00722,2026-07-11,North,5.74,Low,2.77,13,39.1,83.16,True
ORD00723,2026-06-21,West,7.74,Medium,1.92,10,42.4,70.28,True
ORD00724,2026-06-14,East,10.04,Medium,3.61,19,83.9,110.64,False
